Broad sword +3|1|0|0|0|0|0|0|0|6000|2|4|3|1|6|4|0|0
Long sword +1|1|0|0|0|0|0|0|0|1400|1|8|1|1|12|1|0|0
Long sword +2|1|0|0|0|0|0|0|0|2800|1|8|2|1|12|2|0|0
Long sword +3|1|0|0|0|0|0|0|0|4200|1|8|3|1|12|3|0|0
Short sword +1|1|0|0|0|0|0|0|0|1000|1|6|1|1|8|1|0|0
Short sword +2|1|0|0|0|0|0|0|0|2000|1|6|2|1|8|2|0|0
Short sword +3|1|0|0|0|0|0|0|0|3000|1|6|3|1|8|3|0|0
Chain mail +1|3|0|0|0|0|0|0|0|1520|0|0|0|0|0|0|6|0
Chain mail +2|3|0|0|0|0|0|0|0|3040|0|0|0|0|0|0|7|0
Chain mail +3|3|0|0|0|0|0|0|0|6080|0|0|0|0|0|0|8|0
Dragon mail +1|3|0|0|0|0|0|0|0|16000|0|0|0|0|0|0|11|0
Dragon mail +2|3|0|0|0|0|0|0|0|32000|0|0|0|0|0|0|12|0
Dragon plate mail +1|3|0|0|0|0|0|0|0|24000|0|0|0|0|0|0|12|0
Dragon plate mail +2|3|0|0|0|0|0|0|0|48000|0|0|0|0|0|0|13|0
Full dragon plate +1|3|0|0|0|0|0|0|0|40000|0|0|0|0|0|0|13|0
Full dragon plate +2|3|0|0|0|0|0|0|0|80000|0|0|0|0|0|0|14|0
Full plate +1|3|0|0|0|0|0|0|0|8000|0|0|0|0|0|0|10|0
Full plate +2|3|0|0|0|0|0|0|0|16000|0|0|0|0|0|0|11|0
Full plate +3|3|0|0|0|0|0|0|0|32000|0|0|0|0|0|0|12|0
Leather armor +1|3|0|0|0|0|0|0|0|120|0|0|0|0|0|0|3|0
Leather armor +2|3|0|0|0|0|0|0|0|240|0|0|0|0|0|0|4|0
Leather armor +3|3|0|0|0|0|0|0|0|480|0|0|0|0|0|0|5|0
Leather armor +4|3|0|0|0|0|0|0|0|960|0|0|0|0|0|0|6|0
Leather armor +5|3|0|0|0|0|0|0|0|1920|0|0|0|0|0|0|7|0
Plate mail +1|3|0|0|0|0|0|0|0|1700|0|0|0|0|0|0|8|0
Plate mail +2|3|0|0|0|0|0|0|0|3400|0|0|0|0|0|0|9|0
Plate mail +3|3|0|0|0|0|0|0|0|6800|0|0|0|0|0|0|10|0
Scale mail +1|3|0|0|0|0|0|0|0|960|0|0|0|0|0|0|5|0
Scale mail +2|3|0|0|0|0|0|0|0|1920|0|0|0|0|0|0|6|0
Scale mail +3|3|0|0|0|0|0|0|0|3840|0|0|0|0|0|0|7|0
Splint mail +1|3|0|0|0|0|0|0|0|1600|0|0|0|0|0|0|7|0
Splint mail +2|3|0|0|0|0|0|0|0|3200|0|0|0|0|0|0|8|0
Splint mail +3|3|0|0|0|0|0|0|0|6400|0|0|0|0|0|0|9|0
Adamant shield|5|0|0|0|0|0|0|0|200000|X|X|X|X|X|X|8|0
Adamant shield +1|5|0|0|0|0|0|0|0|400000|X|X|X|X|X|X|9|0
Adamant shield +2|5|0|0|0|0|0|0|0|800000|X|X|X|X|X|X|10|0
Adamant shield +3|5|0|0|0|0|0|0|0|1600000|X|X|X|X|X|X|11|0
Body shield +1|5|0|0|0|0|0|0|0|4000|X|X|X|X|X|X|8|0
Body shield +2|5|0|0|0|0|0|0|0|26000|X|X|X|X|X|X|9|0
Body shield +3|5|0|0|0|0|0|0|0|82000|X|X|X|X|X|X|10|0
Buckler +1|5|0|0|0|0|0|0|0|250|X|X|X|X|X|X|2|0
Buckler +2|5|0|0|0|0|0|0|0|750|X|X|X|X|X|X|3|0
Buckler +3|5|0|0|0|0|0|0|0|2000|X|X|X|X|X|X|4|0
Crystal shield +1|5|0|0|0|0|0|0|0|35000|X|X|X|X|X|X|9|0
Crystal shield +2|5|0|0|0|0|0|0|0|100000|X|X|X|X|X|X|10|0
Crystal shield +3|5|0|0|0|0|0|0|0|450000|X|X|X|X|X|X|11|0
Diamond shield +1|5|0|0|0|0|0|0|0|220000|X|X|X|X|X|X|10|0
Diamond shield +2|5|0|0|0|0|0|0|0|680000|X|X|X|X|X|X|11|0
Diamond shield +3|5|0|0|0|0|0|0|0|2860000|X|X|X|X|X|X|12|0
Dragon scale shield +1|5|0|0|0|0|0|0|0|45000|X|X|X|X|X|X|9|0
Dragon scale shield +2|5|0|0|0|0|0|0|0|130000|X|X|X|X|X|X|10|0
Dragon scale shield +3|5|0|0|0|0|0|0|0|630000|X|X|X|X|X|X|11|0
Iron shield +1|5|0|0|0|0|0|0|0|2000|X|X|X|X|X|X|8|0
Iron shield +2|5|0|0|0|0|0|0|0|8000|X|X|X|X|X|X|9|0
Iron shield +3|5|0|0|0|0|0|0|0|25000|X|X|X|X|X|X|10|0
Large shield +1|5|0|0|0|0|0|0|0|1000|X|X|X|X|X|X|6|0
Large shield +2|5|0|0|0|0|0|0|0|4000|X|X|X|X|X|X|7|0
Large shield +3|5|0|0|0|0|0|0|0|10000|X|X|X|X|X|X|8|0
Magic shield|5|0|0|0|0|0|0|0|2500|X|X|X|X|X|X|6|0
Magic shield +1|5|0|0|0|0|0|0|0|7500|X|X|X|X|X|X|7|0
Magic shield +2|5|0|0|0|0|0|0|0|20000|X|X|X|X|X|X|8|0
Magic shield +3|5|0|0|0|0|0|0|0|75000|X|X|X|X|X|X|9|0
